Dato;Track;Race Number;Distance;Surface;Prize money;Starting position;Jockey;Jockey weight;Country;Horse age;TrainerName;Race time;Path;Final place;FGrating;Odds;RaceType;HorseId;JockeyId;TrainerID
12.01.2019;Sha Tin;10;1200;Gress;1380000;1;U Rispoli;59;Australia;6;P F Yiu;70,01;0;11;120;82;Handicap;25483;8662;6700
02.02.2019;Sha Tin;7;1200;Gress;1380000;10;C Schofield;59;Australia;6;P F Yiu;70,2;3;10;126;99;Handicap;25483;8655;6700
17.02.2019;Sha Tin;8;1400;Gress;1380000;13;C Schofield;58;Australia;6;P F Yiu;83;1;10;117;79;Handicap;25483;8655;6700
17.03.2019;Sha Tin;9;1400;Gress;1380000;6;U Rispoli;58;Australia;6;P F Yiu;82,69;3;12;124;205;Handicap;25483;8662;6700
23.12.2018;Sha Tin;8;1200;Gress;1380000;8;Joao Moreira;57;Irland;3;J Size;70,67;4;2;131;2,4;Handicap;25484;8443;6650
01.01.2019;Sha Tin;11;1400;Gress;1380000;5;Joao Moreira;59;Irland;4;J Size;82,31;1;1;131;2,6;Handicap;25484;8443;6650
20.01.2019;Sha Tin;10;1400;Gress;1950000;8;Joao Moreira;54;Irland;4;J Size;81,24;2;1;137;2,1;Handicap;25484;8443;6650
17.02.2019;Sha Tin;5;1400;Gress;1950000;7;Joao Moreira;59;Irland;4;J Size;82,77;3;1;139;1,4;Handicap;25484;8443;6650
02.03.2019;Sha Tin;9;1800;Gress;1950000;12;Joao Moreira;60;Irland;4;J Size;106,74;3;1;145;2,5;Handicap;25484;8443;6650
17.03.2019;Sha Tin;8;2000;Gress;18000000;14;Joao Moreira;57;Irland;4;J Size;121,47;5;2;139;1,9;Non-handicap;25484;8443;6650
07.04.2019;Sha Tin;9;2000;Gress;2625000;12;Joao Moreira;60;Irland;4;J Size;120,32;6;7;143;2,6;Handicap;25484;8443;6650
28.04.2019;Sha Tin;8;2000;Gress;24000000;8;Joao Moreira;57;Irland;4;J Size;122,35;5;12;124;14;Non-handicap;25484;8443;6650
01.10.2019;Sha Tin;7;1400;Gress;3250000;5;Joao Moreira;52;Irland;4;J Size;80,31;0;3;139;5,8;Handicap;25484;8443;6650
20.10.2019;Sha Tin;8;1600;Gress;4250000;4;Joao Moreira;52;Irland;4;J Size;92,87;2;2;143;6,5;Handicap;25484;8443;6650
17.11.2019;Sha Tin;6;1600;Gress;4250000;7;Joao Moreira;56;Irland;4;J Size;92,89;0;1;143;4,3;Non-handicap;25484;8443;6650
08.12.2019;Sha Tin;7;1600;Gress;25000000;10;Joao Moreira;57;Irland;4;J Size;93,32;2;2;144;3,9;Non-handicap;25484;8443;6650
19.01.2020;Sha Tin;5;1600;Gress;10000000;7;Joao Moreira;57;Irland;5;J Size;93,04;2;1;148;1,5;Non-handicap;25484;8443;6650
05.04.2020;Sha Tin;3;1600;Gress;4250000;1;Joao Moreira;58;Irland;5;J Size;94,25;0;6;135;1,7;Non-handicap;25484;8443;6650
26.04.2020;Sha Tin;7;1600;Gress;20000000;8;Joao Moreira;57;Irland;5;J Size;93,56;0;3;138;4,7;Non-handicap;25484;8443;6650
23.12.2018;Sha Tin;10;1400;Gress;1380000;10;Joao Moreira;56;Irland;3;J Size;85,15;0;14;100;9,1;Handicap;25485;8443;6650
12.01.2019;Sha Tin;7;1800;Gress;1380000;11;Joao Moreira;57;Irland;4;J Size;108,99;3;11;120;41;Handicap;25485;8443;6650
23.01.2019;Happy Valley;7;1800;Gress;1380000;1;Joao Moreira;55;Irland;4;J Size;110,31;0;10;116;25;Handicap;25485;8443;6650
13.02.2019;Happy Valley;5;1800;Gress;1380000;8;Joao Moreira;54;Irland;4;J Size;109,82;0;6;120;28;Handicap;25485;8443;6650
27.02.2019;Happy Valley;7;1650;Gress;1380000;5;Joao Moreira;54;Irland;4;J Size;99,51;3;4;124;9,1;Handicap;25485;8443;6650
27.03.2019;Happy Valley;8;1650;Gress;1380000;2;Joao Moreira;55;Irland;4;J Size;99,19;0;3;120;4,6;Handicap;25485;8443;6650
03.04.2019;Sha Tin;8;1800;Dirt;1380000;4;Joao Moreira;54;Irland;4;J Size;107,46;0;1;124;3;Handicap;25485;8443;6650
22.04.2019;Sha Tin;8;1650;Dirt;1380000;13;Joao Moreira;54;Irland;4;J Size;97,32;5;2;129;3,6;Handicap;25485;8443;6650
08.05.2019;Sha Tin;8;1650;Dirt;1380000;10;Joao Moreira;57;Irland;4;J Size;99,27;3;1;129;1,9;Handicap;25485;8443;6650
26.05.2019;Sha Tin;10;1800;Gress;1380000;6;Joao Moreira;60;Irland;4;J Size;109,11;0;8;122;10;Handicap;25485;8443;6650
12.06.2019;Sha Tin;8;1650;Dirt;1380000;11;Joao Moreira;60;Irland;4;J Size;99,33;5;4;130;5,4;Handicap;25485;8443;6650
01.07.2019;Sha Tin;6;1650;Dirt;1380000;6;Joao Moreira;59;Irland;4;J Size;98,86;3;2;135;8,4;Handicap;25485;8443;6650
19.04.2020;Sha Tin;4;1650;Dirt;1450000;6;K C Leung;60;Irland;5;J Size;98,84;4;5;126;14;Handicap;25485;8656;6650
09.05.2020;Sha Tin;2;1650;Dirt;1450000;9;Joao Moreira;60;Irland;5;J Size;99,3;2;7;121;4,2;Handicap;25485;8443;6650
27.05.2020;Sha Tin;9;1650;Dirt;1450000;5;A Hamelin;59;Irland;5;J Size;98,65;3;7;125;6,9;Handicap;25485;9111;6650
26.12.2018;Happy Valley;1;1650;Gress;920000;7;K Teetan;59;Tyskland;3;AS Cruz;102,54;1;9;96;42;Handicap;25486;8652;6684
30.01.2019;Happy Valley;4;1200;Gress;920000;6;C Wong;56;Tyskland;4;AS Cruz;71,88;2;12;101;77;Handicap;25486;8774;6684
13.02.2019;Happy Valley;1;1000;Gress;920000;10;Martin Harley;59;Tyskland;4;AS Cruz;58,43;0;10;99;99;Handicap;25486;8486;6684
13.03.2019;Happy Valley;3;1000;Gress;920000;11;K Teetan;56;Tyskland;4;AS Cruz;58,91;0;11;92;104;Handicap;25486;8652;6684
17.04.2019;Happy Valley;2;1000;Gress;920000;8;H T Mo;53;Tyskland;4;AS Cruz;58,85;2;12;85;200;Handicap;25486;8657;6684
01.05.2019;Happy Valley;3;1200;Gress;920000;4;M Chadwick;52;Tyskland;4;AS Cruz;70,28;1;4;106;105;Handicap;25486;8663;6684
01.09.2019;Sha Tin;2;1200;Gress;725000;2;K Teetan;59;Tyskland;4;AS Cruz;71,77;0;14;84;24;Handicap;25486;8652;6684
09.10.2019;Happy Valley;1;1200;Gress;725000;10;K Teetan;59;Tyskland;4;AS Cruz;71,75;4;11;101;42;Handicap;25486;8652;6684
03.11.2019;Sha Tin;1;1200;Gress;725000;8;K Teetan;58;Tyskland;4;AS Cruz;70,94;0;12;93;67;Handicap;25486;8652;6684
20.11.2019;Happy Valley;1;1650;Gress;725000;9;M L Yeung;56;Tyskland;4;AS Cruz;101,65;3;12;99;62;Handicap;25486;8661;6684
04.12.2019;Happy Valley;1;1200;Gress;725000;2;C Y Ho;54;Tyskland;4;AS Cruz;71,01;0;10;89;33;Handicap;25486;8659;6684
29.03.2020;Sha Tin;1;1400;Gress;725000;11;M Chadwick;53;Tyskland;5;CW Chang;85,95;0;14;70;176;Handicap;25486;8663;6696
26.12.2018;Happy Valley;4;1000;Gress;920000;1;U Rispoli;57;Australia;3;TP Yung;57,94;0;6;111;45;Handicap;25487;8662;6690
20.02.2019;Happy Valley;3;1200;Gress;920000;10;U Rispoli;57;Australia;4;TP Yung;71,12;3;9;103;33;Handicap;25487;8662;6690
17.03.2019;Sha Tin;1;1200;Gress;920000;7;U Rispoli;56;Australia;4;TP Yung;70,04;2;3;113;96;Handicap;25487;8662;6690
22.04.2019;Sha Tin;3;1400;Gress;920000;13;U Rispoli;56;Australia;4;TP Yung;83,21;3;9;106;19;Handicap;25487;8662;6690
11.05.2019;Sha Tin;5;1400;Gress;920000;2;U Rispoli;55;Australia;4;TP Yung;82,53;0;4;108;6,2;Handicap;25487;8662;6690
02.06.2019;Sha Tin;5;1400;Gress;920000;13;U Rispoli;54;Australia;4;TP Yung;83,05;3;13;106;14;Handicap;25487;8662;6690
01.07.2019;Sha Tin;4;1400;Gress;920000;6;M L Yeung;53;Australia;4;TP Yung;82,34;2;6;107;28;Handicap;25487;8661;6690
23.10.2019;Happy Valley;6;1200;Gress;967000;11;M L Yeung;52;Australia;4;TP Yung;70,46;0;7;104;49;Handicap;25487;8661;6690
23.11.2019;Sha Tin;2;1400;Gress;725000;2;Blake Shinn;60;Australia;4;TP Yung;82,64;1;6;104;7,8;Handicap;25487;8778;6690
15.12.2019;Sha Tin;2;1400;Gress;725000;6;K C Leung;60;Australia;4;TP Yung;82,54;3;4;110;12;Handicap;25487;8656;6690
05.01.2020;Sha Tin;4;1400;Gress;725000;4;Silvestre De Sousa;59;Australia;5;TP Yung;83,38;1;6;109;6,3;Handicap;25487;4340;6690
27.01.2020;Sha Tin;1;1200;Gress;725000;8;Z Purton;58;Australia;5;TP Yung;69,73;3;1;118;5,4;Handicap;25487;8650;6690
23.02.2020;Sha Tin;1;1200;Gress;725000;10;A Badel;60;Australia;5;TP Yung;69,88;0;2;113;5,7;Handicap;25487;8665;6690
11.03.2020;Happy Valley;2;1200;Gress;967000;6;Joao Moreira;52;Australia;5;TP Yung;70,88;0;3;104;3,7;Handicap;25487;8443;6690
01.04.2020;Sha Tin;1;1200;Dirt;725000;11;K Teetan;60;Australia;5;TP Yung;70,05;1;1;111;8,7;Handicap;25487;8652;6690
19.04.2020;Sha Tin;5;1200;Dirt;967000;9;K C Leung;54;Australia;5;TP Yung;69,29;2;8;110;24;Handicap;25487;8656;6690
09.05.2020;Sha Tin;3;1200;Gress;967000;6;A Hamelin;54;Australia;5;TP Yung;69,61;1;2;110;13;Handicap;25487;9111;6690
31.05.2020;Sha Tin;5;1200;Gress;967000;3;A Hamelin;54;Australia;5;TP Yung;70,04;2;7;109;6,7;Handicap;25487;9111;6690
26.12.2018;Happy Valley;4;1000;Gress;920000;10;A Badel;57;Australia;3;YS Tsui;58,78;2;11;103;29;Handicap;25488;8665;6686
27.01.2019;Sha Tin;2;1000;Gress;920000;9;A Sanna;57;Australia;4;YS Tsui;57,1;0;1;121;9,5;Handicap;25488;8672;6686
17.02.2019;Sha Tin;2;1000;Gress;920000;14;A Sanna;59;Australia;4;YS Tsui;57,6;0;3;120;6,4;Handicap;25488;8672;6686
10.03.2019;Sha Tin;6;1200;Dirt;920000;7;C Wong;57;Australia;4;YS Tsui;69,23;0;1;126;2,5;Handicap;25488;8774;6686
03.04.2019;Sha Tin;7;1200;Dirt;1380000;6;C Wong;53;Australia;4;YS Tsui;68,88;0;1;122;1,8;Handicap;25488;8774;6686
22.04.2019;Sha Tin;9;1200;Dirt;1380000;2;N Callan;58;Australia;4;YS Tsui;69,29;1;8;119;5,3;Handicap;25488;8651;6686
07.07.2019;Sha Tin;10;1200;Dirt;1380000;12;K C Leung;59;Australia;4;YS Tsui;69,13;3;3;136;5,7;Handicap;25488;8656;6686
08.09.2019;Sha Tin;9;1200;Dirt;1450000;1;Blake Shinn;58;Australia;4;YS Tsui;68,61;0;3;125;2,8;Handicap;25488;8778;6686
21.09.2019;Sha Tin;9;1200;Dirt;1450000;4;K Teetan;58;Australia;4;YS Tsui;68,78;0;1;130;3,4;Handicap;25488;8652;6686
01.12.2019;Sha Tin;8;1200;Dirt;2100000;8;K Teetan;54;Australia;4;YS Tsui;68,21;0;2;124;3,1;Handicap;25488;8652;6686
08.04.2020;Happy Valley;8;1000;Gress;2100000;3;H N Wong;54;Australia;5;YS Tsui;56,96;0;6;121;14;Handicap;25488;8660;6686
19.04.2020;Sha Tin;9;1200;Dirt;2100000;12;H T Mo;54;Australia;5;YS Tsui;67,27;0;1;135;6,9;Handicap;25488;8657;6686
29.12.2018;Sha Tin;3;1200;Gress;920000;9;Douglas Whyte;57;Australia;3;F C Lor;71,03;3;9;108;17;Handicap;25495;8446;6726
02.02.2019;Sha Tin;4;1200;Gress;920000;4;G van Niekerk;57;Australia;4;F C Lor;70,42;1;8;112;24;Handicap;25495;8831;6726
31.03.2019;Sha Tin;6;1400;Gress;920000;6;K H Chan;51;Australia;4;F C Lor;83,55;3;10;104;20;Handicap;25495;8875;6726
22.04.2019;Sha Tin;3;1400;Gress;920000;14;K H Chan;51;Australia;4;F C Lor;82,94;0;8;96;88;Handicap;25495;8875;6726
08.05.2019;Sha Tin;2;1200;Dirt;920000;9;K H Chan;50;Australia;4;F C Lor;70,73;5;3;110;6,4;Handicap;25495;8875;6726
22.05.2019;Happy Valley;2;1200;Gress;920000;11;U Rispoli;55;Australia;4;F C Lor;70,1;2;4;113;43;Handicap;25495;8662;6726
12.06.2019;Sha Tin;4;1200;Dirt;920000;4;K H Chan;50;Australia;4;F C Lor;71,33;3;10;90;10;Handicap;25495;8875;6726
14.07.2019;Sha Tin;3;1400;Gress;920000;4;U Rispoli;53;Australia;4;F C Lor;82,95;3;7;108;33;Handicap;25495;8662;6726
01.10.2019;Sha Tin;2;1200;Gress;967000;11;H N Wong;52;Australia;4;F C Lor;69,58;2;7;106;40;Handicap;25495;8660;6726
20.10.2019;Sha Tin;1;1400;Gress;725000;7;Joao Moreira;59;Australia;4;F C Lor;82,33;1;4;107;5,8;Handicap;25495;8443;6726
04.12.2019;Happy Valley;1;1200;Gress;725000;11;Joao Moreira;59;Australia;4;F C Lor;70;3;2;117;5,3;Handicap;25495;8443;6726
26.12.2019;Happy Valley;1;1200;Gress;725000;6;Joao Moreira;60;Australia;4;F C Lor;70,55;0;4;113;2,3;Handicap;25495;8443;6726
29.01.2020;Happy Valley;2;1650;Gress;725000;1;Joao Moreira;60;Australia;5;F C Lor;101,09;0;1;113;2;Handicap;25495;8443;6726
26.02.2020;Happy Valley;3;1650;Gress;967000;6;C Y Ho;54;Australia;5;F C Lor;100,32;3;4;113;8,6;Handicap;25495;8659;6726
25.03.2020;Happy Valley;4;1650;Gress;967000;2;G van Niekerk;55;Australia;5;F C Lor;100,74;0;1;110;6,3;Handicap;25495;8831;6726
22.04.2020;Happy Valley;6;1650;Gress;967000;7;C Y Ho;56;Australia;5;F C Lor;100,64;5;2;121;8,4;Handicap;25495;8659;6726
20.05.2020;Happy Valley;3;1650;Gress;967000;5;C Schofield;57;Australia;5;F C Lor;99,91;3;5;115;9;Handicap;25495;8655;6726
03.06.2020;Happy Valley;5;1650;Gress;967000;2;N Callan;57;Australia;5;F C Lor;100,98;2;9;111;6,5;Handicap;25495;8651;6726
29.12.2018;Sha Tin;3;1200;Gress;920000;4;Joao Moreira;57;Australia;3;J Size;69,93;0;2;116;7,4;Handicap;25496;8443;6650
12.01.2019;Sha Tin;5;1400;Gress;920000;2;Joao Moreira;59;Australia;4;J Size;82,62;0;2;117;1,8;Handicap;25496;8443;6650
02.02.2019;Sha Tin;5;1400;Gress;920000;8;Joao Moreira;60;Australia;4;J Size;83,52;4;8;118;2,2;Handicap;25496;8443;6650
24.02.2019;Sha Tin;4;1400;Gress;920000;1;Z Purton;59;Australia;4;J Size;82,57;0;3;119;3,2;Handicap;25496;8650;6650
10.03.2019;Sha Tin;3;1400;Gress;920000;10;Z Purton;59;Australia;4;J Size;83,04;1;2;122;3,5;Handicap;25496;8650;6650
17.03.2019;Sha Tin;5;1400;Gress;920000;2;Joao Moreira;60;Australia;4;J Size;82,63;3;2;124;4,3;Handicap;25496;8443;6650
31.03.2019;Sha Tin;8;1400;Gress;1380000;1;Joao Moreira;53;Australia;4;J Size;82,09;2;4;121;2,9;Handicap;25496;8443;6650
22.04.2019;Sha Tin;10;1400;Gress;1380000;9;Joao Moreira;53;Australia;4;J Size;82,3;3;10;111;6,6;Handicap;25496;8443;6650
18.05.2019;Sha Tin;8;1400;Gress;1380000;12;Joao Moreira;53;Australia;4;J Size;82,15;2;7;117;20;Handicap;25496;8443;6650
02.06.2019;Sha Tin;5;1400;Gress;920000;1;Joao Moreira;60;Australia;4;J Size;82,04;0;2;120;5,2;Handicap;25496;8443;6650
23.06.2019;Sha Tin;9;1600;Gress;1380000;1;Joao Moreira;53;Australia;4;J Size;94,5;0;9;116;15;Handicap;25496;8443;6650
14.07.2019;Sha Tin;9;1400;Gress;1380000;10;Joao Moreira;53;Australia;4;J Size;82,56;0;9;111;10;Handicap;25496;8443;6650
22.03.2020;Sha Tin;3;1200;Gress;967000;6;K Teetan;60;Australia;5;J Size;69,37;2;4;122;18;Handicap;25496;8652;6650
05.04.2020;Sha Tin;4;1400;Gress;967000;6;Joao Moreira;60;Australia;5;J Size;83,17;3;3;123;4,2;Handicap;25496;8443;6650
26.04.2020;Sha Tin;1;1400;Gress;967000;13;Joao Moreira;59;Australia;5;J Size;81,84;1;1;122;4,7;Handicap;25496;8443;6650
06.05.2020;Happy Valley;7;1650;Gress;1450000;1;M Chadwick;53;Australia;5;J Size;99,94;0;5;114;7,4;Handicap;25496;8663;6650
20.05.2020;Happy Valley;7;1650;Gress;1450000;10;K Teetan;54;Australia;5;J Size;100,49;3;11;109;9,4;Handicap;25496;8652;6650
07.06.2020;Sha Tin;8;1400;Gress;1450000;4;M Chadwick;53;Australia;5;J Size;84,23;2;10;103;11;Handicap;25496;8663;6650
21.06.2020;Sha Tin;10;1400;Gress;1450000;14;K H Chan;50;Australia;5;J Size;82,07;1;7;108;48;Handicap;25496;8875;6650
29.12.2018;Sha Tin;3;1200;Gress;920000;6;A Badel;57;Australia;3;CS Shum;70,34;2;4;115;12;Handicap;25497;8665;6685
20.01.2019;Sha Tin;4;1200;Gress;920000;2;Silvestre De Sousa;55;Australia;4;CS Shum;69,76;0;2;117;4,3;Handicap;25497;4340;6685
02.03.2019;Sha Tin;5;1200;Gress;920000;4;Silvestre De Sousa;58;Australia;4;CS Shum;69,96;2;2;120;6;Handicap;25497;4340;6685
17.03.2019;Sha Tin;5;1400;Gress;920000;4;K Teetan;59;Australia;4;CS Shum;82,43;2;1;123;6,3;Handicap;25497;8652;6685
07.04.2019;Sha Tin;10;1400;Gress;1380000;9;C Y Ho;53;Australia;4;CS Shum;82,25;0;2;119;9,6;Handicap;25497;8659;6685
28.04.2019;Sha Tin;9;1400;Gress;1380000;10;K Teetan;54;Australia;4;CS Shum;81,84;1;2;124;7,4;Handicap;25497;8652;6685
07.07.2019;Sha Tin;11;1400;Gress;1380000;5;K Teetan;54;Australia;4;CS Shum;81,63;2;4;122;6,4;Handicap;25497;8652;6685
08.09.2019;Sha Tin;10;1400;Gress;1450000;7;K Teetan;55;Australia;4;CS Shum;81,54;2;4;122;3,6;Handicap;25497;8652;6685
12.10.2019;Sha Tin;10;1400;Gress;1450000;5;Joao Moreira;55;Australia;4;CS Shum;81,41;2;1;124;3,1;Handicap;25497;8443;6685
09.11.2019;Sha Tin;10;1400;Gress;1450000;10;Blake Shinn;57;Australia;4;CS Shum;81,82;2;7;121;8,7;Handicap;25497;8778;6685
08.12.2019;Sha Tin;6;1400;Gress;1450000;2;Maxime Guyon;58;Australia;4;CS Shum;81,7;0;5;122;9,4;Handicap;25497;8442;6685
26.12.2019;Happy Valley;7;1650;Gress;1450000;2;Blake Shinn;58;Australia;4;CS Shum;100,42;0;6;121;10;Handicap;25497;8778;6685
11.01.2020;Sha Tin;9;1400;Gress;1450000;11;Tony Piccone;57;Australia;5;CS Shum;82,18;0;5;122;5,6;Handicap;25497;8829;6685
14.03.2020;Sha Tin;10;1400;Gress;1450000;4;Blake Shinn;57;Australia;5;CS Shum;82,09;1;5;121;11;Handicap;25497;8778;6685
05.04.2020;Sha Tin;10;1400;Gress;1450000;8;C Wong;54;Australia;5;CS Shum;84,6;4;14;104;9,9;Handicap;25497;8774;6685
31.05.2020;Sha Tin;10;1400;Gress;1450000;2;V Borges;55;Australia;5;CS Shum;81,48;0;2;122;13;Handicap;25497;8905;6685
29.12.2018;Sha Tin;3;1200;Gress;920000;8;K Teetan;57;New Zealand;3;YS Tsui;71,74;4;11;100;99;Handicap;25498;8652;6686
06.03.2019;Happy Valley;2;1200;Gress;920000;9;A Sanna;57;New Zealand;4;YS Tsui;70,61;3;6;117;99;Handicap;25498;8672;6686
27.03.2019;Happy Valley;3;1200;Gress;920000;4;A Sanna;56;New Zealand;4;YS Tsui;70,35;3;6;118;17;Handicap;25498;8672;6686
24.04.2019;Happy Valley;2;1650;Gress;920000;3;C Schofield;55;New Zealand;4;YS Tsui;100,57;0;1;111;4,5;Handicap;25498;8655;6686
15.05.2019;Happy Valley;6;1650;Gress;920000;11;C Schofield;57;New Zealand;4;YS Tsui;101,9;4;6;119;14;Handicap;25498;8655;6686
01.01.2020;Sha Tin;5;1400;Gress;967000;14;K H Chan;53;New Zealand;5;YS Tsui;83,85;3;11;98;44;Handicap;25498;8875;6686
15.01.2020;Happy Valley;2;1200;Gress;967000;11;H N Wong;57;New Zealand;5;YS Tsui;70,25;0;8;110;91;Handicap;25498;8660;6686
14.03.2020;Sha Tin;3;1000;Gress;967000;12;H T Mo;56;New Zealand;5;YS Tsui;57,71;0;10;103;73;Handicap;25498;8657;6686
08.04.2020;Happy Valley;2;1650;Gress;967000;9;V Borges;58;New Zealand;5;YS Tsui;100,97;3;11;110;29;Handicap;25498;8905;6686
10.06.2020;Happy Valley;6;1200;Gress;967000;9;H N Wong;54;New Zealand;5;YS Tsui;70,43;2;5;110;159;Handicap;25498;8660;6686
29.12.2018;Sha Tin;5;1000;Gress;1380000;14;Z Purton;59;Australia;4;TP Yung;57,67;0;3;125;5,5;Handicap;25499;8650;6690
20.01.2019;Sha Tin;8;1000;Gress;1380000;5;Z Purton;58;Australia;5;TP Yung;57,02;0;3;123;6,7;Handicap;25499;8650;6690
20.02.2019;Happy Valley;7;1000;Gress;1380000;11;Silvestre De Sousa;59;Australia;5;TP Yung;57,27;1;7;125;11;Handicap;25499;4340;6690
13.03.2019;Happy Valley;6;1200;Gress;1380000;3;R Bayliss;58;Australia;5;TP Yung;71,73;3;11;110;8,4;Handicap;25499;8864;6690
24.03.2019;Sha Tin;6;1000;Gress;1380000;2;Joao Moreira;57;Australia;5;TP Yung;58,01;0;10;103;14;Handicap;25499;8443;6690
03.04.2019;Sha Tin;7;1200;Dirt;1380000;2;M L Yeung;55;Australia;5;TP Yung;72,55;0;9;72;37;Handicap;25499;8661;6690
01.10.2019;Sha Tin;8;1200;Gress;1450000;7;K C Leung;54;Australia;5;TP Yung;69,06;1;7;118;79;Handicap;25499;8656;6690
20.10.2019;Sha Tin;4;1000;Gress;1450000;1;M L Yeung;53;Australia;5;TP Yung;56,42;0;7;111;117;Handicap;25499;8661;6690
23.11.2019;Sha Tin;8;1200;Dirt;1450000;2;H T Mo;52;Australia;5;TP Yung;70,93;2;12;91;40;Handicap;25499;8657;6690
21.12.2019;Sha Tin;8;1000;Gress;1450000;14;M L Yeung;51;Australia;5;TP Yung;57,13;0;8;111;92;Handicap;25499;8661;6690
05.01.2020;Sha Tin;1;1000;Gress;967000;2;K H Chan;56;Australia;6;TP Yung;57,47;0;6;110;18;Handicap;25499;8875;6690
08.02.2020;Sha Tin;1;1000;Gress;967000;3;M L Yeung;60;Australia;6;TP Yung;58,11;0;9;103;30;Handicap;25499;8661;6690
06.05.2020;Happy Valley;5;1200;Gress;967000;2;K C Leung;58;Australia;6;AT Millard;70,68;0;6;108;9,1;Handicap;25499;8656;6524
31.05.2020;Sha Tin;5;1200;Gress;967000;7;K C Leung;57;Australia;6;AT Millard;69,68;3;3;119;13;Handicap;25499;8656;6524
21.06.2020;Sha Tin;4;1200;Gress;967000;5;A Hamelin;57;Australia;6;AT Millard;69,56;2;4;116;6,9;Handicap;25499;9111;6524
29.12.2018;Sha Tin;5;1000;Gress;1380000;7;U Rispoli;58;Australia;3;P F Yiu;58,41;0;13;112;19;Handicap;25500;8662;6700
09.01.2019;Happy Valley;4;1000;Gress;1380000;10;U Rispoli;58;Australia;4;P F Yiu;57,69;1;3;127;97;Handicap;25500;8662;6700
20.02.2019;Happy Valley;5;1200;Gress;1380000;9;U Rispoli;59;Australia;4;P F Yiu;69,39;2;4;128;14;Handicap;25500;8662;6700
13.03.2019;Happy Valley;6;1200;Gress;1380000;4;U Rispoli;57;Australia;4;P F Yiu;70,83;4;6;122;7,1;Handicap;25500;8662;6700
22.04.2019;Sha Tin;10;1400;Gress;1380000;13;U Rispoli;57;Australia;4;P F Yiu;82,76;3;13;112;39;Handicap;25500;8662;6700
03.07.2019;Happy Valley;7;1200;Gress;1380000;2;K C Leung;55;Australia;4;P F Yiu;71,17;2;9;103;26;Handicap;25500;8656;6700
25.09.2019;Happy Valley;9;1200;Gress;1450000;7;R Bayliss;54;Australia;4;P F Yiu;70,57;4;7;121;27;Handicap;25500;8864;6700
20.10.2019;Sha Tin;4;1000;Gress;1450000;8;G van Niekerk;53;Australia;4;P F Yiu;55,97;0;4;119;22;Handicap;25500;8831;6700
17.11.2019;Sha Tin;3;1200;Gress;1450000;11;G van Niekerk;52;Australia;4;P F Yiu;68,79;3;1;127;6,9;Handicap;25500;8831;6700
08.12.2019;Sha Tin;3;1200;Gress;1450000;13;G van Niekerk;55;Australia;4;P F Yiu;69,53;3;7;125;4,5;Handicap;25500;8831;6700
29.12.2019;Sha Tin;5;1200;Gress;1450000;6;Silvestre De Sousa;57;Australia;4;P F Yiu;69,72;1;1;130;2,4;Handicap;25500;4340;6700
19.01.2020;Sha Tin;6;1200;Gress;1450000;6;Silvestre De Sousa;60;Australia;5;P F Yiu;69,36;2;4;130;3,9;Handicap;25500;4340;6700
08.02.2020;Sha Tin;8;1400;Gress;1450000;7;L Hewitson;60;Australia;5;P F Yiu;82,76;4;11;119;10;Handicap;25500;9094;6700
08.03.2020;Sha Tin;11;1200;Gress;1450000;12;C Y Ho;60;Australia;5;P F Yiu;69,55;2;5;130;29;Handicap;25500;8659;6700
25.03.2020;Happy Valley;8;1200;Gress;1450000;12;C Y Ho;60;Australia;5;P F Yiu;69,74;3;2;132;12;Handicap;25500;8659;6700
29.04.2020;Happy Valley;7;1200;Gress;1450000;1;C Y Ho;60;Australia;5;P F Yiu;69,4;1;1;132;3;Handicap;25500;8659;6700
20.05.2020;Happy Valley;9;1200;Gress;2100000;3;C Y Ho;54;Australia;5;P F Yiu;69,33;1;6;126;5,9;Handicap;25500;8659;6700
29.12.2018;Sha Tin;5;1000;Gress;1380000;9;A Sanna;56;Irland;2;CS Shum;58,14;0;7;113;79;Handicap;25501;8672;6685
07.02.2019;Sha Tin;7;1200;Gress;1380000;4;A Sanna;55;Irland;3;CS Shum;70,47;1;10;113;99;Handicap;25501;8672;6685
26.05.2019;Sha Tin;4;1000;Gress;1380000;12;M F Poon;54;Irland;3;CS Shum;56,86;0;4;118;104;Handicap;25501;8658;6685
16.06.2019;Sha Tin;9;1200;Gress;1380000;7;M F Poon;53;Irland;3;CS Shum;68,9;4;1;128;62;Handicap;25501;8658;6685
14.07.2019;Sha Tin;7;1200;Gress;1380000;9;M F Poon;55;Irland;3;CS Shum;69,45;2;9;118;8,3;Handicap;25501;8658;6685
20.11.2019;Happy Valley;6;1200;Gress;1450000;9;H W Lai;59;Irland;3;CS Shum;70,18;2;7;121;35;Handicap;25501;8664;6685
08.12.2019;Sha Tin;3;1200;Gress;1450000;5;H W Lai;59;Irland;3;CS Shum;69,49;2;6;128;33;Handicap;25501;8664;6685
01.01.2020;Sha Tin;9;1400;Gress;1450000;3;G van Niekerk;59;Irland;4;CS Shum;82,62;3;9;122;7,5;Handicap;25501;8831;6685
19.01.2020;Sha Tin;8;1400;Gress;1450000;2;M F Poon;57;Irland;4;CS Shum;82,23;0;6;119;22;Handicap;25501;8658;6685
23.02.2020;Sha Tin;10;1600;Gress;1450000;1;M F Poon;56;Irland;4;CS Shum;94,65;0;5;119;19;Handicap;25501;8658;6685
